year,quarter,waste_type,category,quantity_mt,disposal_method,recycled_pct,location,facility_type,contractor,manifest_id,cost_inr_lakhs
2018,Q1,Non-Hazardous,Glass,19.705,Recycling,92.9,Vadodara Chemicals,Petchem,Tata Steel Recycling,WM-2018Q1-401346,30.4
2018,Q1,Non-Hazardous,Metal Scrap,89.057,Recycling,94.8,Vadodara Chemicals,Petchem,Antony Lara Enviro,WM-2018Q1-023262,112.21
2018,Q1,Non-Hazardous,Construction Debris,72.405,Landfill,58.4,Vadodara Chemicals,Petchem,Antony Lara Enviro,WM-2018Q1-746645,21.16
2018,Q1,Non-Hazardous,Food Waste,34.189,Composting,66.9,Vadodara Chemicals,Petchem,Hulladek Recycling,WM-2018Q1-340959,18.64
2018,Q1,Hazardous,Spent Catalyst,59.554,Authorised TSDF,65.3,Vadodara Chemicals,Petchem,Re Sustainability,WM-2018Q1-269691,62.91
2018,Q1,Hazardous,Used Oil,102.765,Re-refining,88.5,Vadodara Chemicals,Petchem,Eco Recycling Ltd,WM-2018Q1-957567,102.44
2018,Q1,Hazardous,Sludge (Process),110.83,Co-processing,31.9,Vadodara Chemicals,Petchem,Antony Lara Enviro,WM-2018Q1-254194,138.02
2018,Q1,Hazardous,Chemical Containers,44.51,Authorised TSDF,68.2,Vadodara Chemicals,Petchem,Ramky Enviro,WM-2018Q1-937949,14.81
2018,Q1,Hazardous,E-Waste,34.685,Authorised Recycler,97.5,Vadodara Chemicals,Petchem,Saahas Zero Waste,WM-2018Q1-630678,55.45
2018,Q1,Hazardous,Lab Solvents,22.367,Incineration,77.5,Vadodara Chemicals,Petchem,Saahas Zero Waste,WM-2018Q1-661451,27.83
2018,Q1,Non-Hazardous,Paper,62.042,Recycling,88.2,Paradip Plant,Petchem,Eco Recycling Ltd,WM-2018Q1-429550,85.9
2018,Q1,Non-Hazardous,Plastic (Recyclable),95.207,Recycling,89.9,Paradip Plant,Petchem,Re Sustainability,WM-2018Q1-896775,87.45
2018,Q1,Non-Hazardous,Plastic (Mixed),47.328,Co-processing,39.8,Paradip Plant,Petchem,Antony Lara Enviro,WM-2018Q1-440321,69.4
2018,Q1,Non-Hazardous,Wood Pallets,38.144,Recycling,75.4,Paradip Plant,Petchem,ALMA Recyclers,WM-2018Q1-138928,50.14
2018,Q1,Non-Hazardous,Glass,22.241,Recycling,99.2,Paradip Plant,Petchem,ALMA Recyclers,WM-2018Q1-747978,10.97
2018,Q1,Non-Hazardous,Metal Scrap,92.094,Recycling,91.6,Paradip Plant,Petchem,Saahas Zero Waste,WM-2018Q1-826103,26.95
2018,Q1,Non-Hazardous,Construction Debris,74.899,Landfill,57.4,Paradip Plant,Petchem,Saahas Zero Waste,WM-2018Q1-093278,103.25
2018,Q1,Non-Hazardous,Food Waste,30.694,Composting,69.7,Paradip Plant,Petchem,Antony Lara Enviro,WM-2018Q1-538117,16.2
2018,Q1,Hazardous,Spent Catalyst,52.84,Authorised TSDF,63.8,Paradip Plant,Petchem,Antony Lara Enviro,WM-2018Q1-076941,75.18
2018,Q1,Hazardous,Used Oil,64.91,Re-refining,88.4,Paradip Plant,Petchem,Hulladek Recycling,WM-2018Q1-767887,21.91
2018,Q1,Hazardous,Sludge (Process),100.222,Co-processing,31.2,Paradip Plant,Petchem,Hulladek Recycling,WM-2018Q1-057036,23.41
2018,Q1,Hazardous,Chemical Containers,40.261,Authorised TSDF,63.3,Paradip Plant,Petchem,Hulladek Recycling,WM-2018Q1-135108,50.32
2018,Q1,Hazardous,E-Waste,32.313,Authorised Recycler,96.0,Paradip Plant,Petchem,Saahas Zero Waste,WM-2018Q1-977310,13.14
2018,Q1,Hazardous,Lab Solvents,21.196,Incineration,71.4,Paradip Plant,Petchem,Saahas Zero Waste,WM-2018Q1-858609,14.85
2018,Q1,Non-Hazardous,Paper,51.861,Recycling,88.3,Haldia Petchem,Petchem,Ramky Enviro,WM-2018Q1-859169,19.41
2018,Q1,Non-Hazardous,Plastic (Recyclable),66.823,Recycling,81.6,Haldia Petchem,Petchem,Tata Steel Recycling,WM-2018Q1-886591,27.16
2018,Q1,Non-Hazardous,Plastic (Mixed),39.026,Co-processing,40.4,Haldia Petchem,Petchem,Hulladek Recycling,WM-2018Q1-848398,58.02
2018,Q1,Non-Hazardous,Wood Pallets,33.484,Recycling,75.4,Haldia Petchem,Petchem,Ramky Enviro,WM-2018Q1-149792,48.93
2018,Q1,Non-Hazardous,Glass,12.809,Recycling,98.4,Haldia Petchem,Petchem,Antony Lara Enviro,WM-2018Q1-540741,17.08
2018,Q1,Non-Hazardous,Metal Scrap,75.895,Recycling,92.4,Haldia Petchem,Petchem,Antony Lara Enviro,WM-2018Q1-042736,15.82
2018,Q1,Non-Hazardous,Construction Debris,66.799,Landfill,56.5,Haldia Petchem,Petchem,Antony Lara Enviro,WM-2018Q1-195442,65.16
2018,Q1,Non-Hazardous,Food Waste,27.816,Composting,70.6,Haldia Petchem,Petchem,ALMA Recyclers,WM-2018Q1-321485,36.43
2018,Q1,Hazardous,Spent Catalyst,44.326,Authorised TSDF,58.9,Haldia Petchem,Petchem,Saahas Zero Waste,WM-2018Q1-860308,46.56
2018,Q1,Hazardous,Used Oil,70.77,Re-refining,90.5,Haldia Petchem,Petchem,Re Sustainability,WM-2018Q1-896071,60.43
2018,Q1,Hazardous,Sludge (Process),91.163,Co-processing,31.8,Haldia Petchem,Petchem,Ramky Enviro,WM-2018Q1-465164,28.61
2018,Q1,Hazardous,Chemical Containers,36.286,Authorised TSDF,68.1,Haldia Petchem,Petchem,ALMA Recyclers,WM-2018Q1-004138,13.44
2018,Q1,Hazardous,E-Waste,27.497,Authorised Recycler,89.4,Haldia Petchem,Petchem,Antony Lara Enviro,WM-2018Q1-311409,32.77
2018,Q1,Hazardous,Lab Solvents,18.551,Incineration,72.5,Haldia Petchem,Petchem,Ramky Enviro,WM-2018Q1-430110,25.55
2018,Q1,Non-Hazardous,Paper,40.201,Recycling,94.5,Gandhar Gas Cracker,Petchem,Antony Lara Enviro,WM-2018Q1-199529,54.95
2018,Q1,Non-Hazardous,Plastic (Recyclable),71.118,Recycling,79.8,Gandhar Gas Cracker,Petchem,Ramky Enviro,WM-2018Q1-126797,109.98
2018,Q1,Non-Hazardous,Plastic (Mixed),37.152,Co-processing,40.3,Gandhar Gas Cracker,Petchem,Antony Lara Enviro,WM-2018Q1-359774,24.23
2018,Q1,Non-Hazardous,Wood Pallets,22.637,Recycling,80.8,Gandhar Gas Cracker,Petchem,Antony Lara Enviro,WM-2018Q1-908906,29.12
2018,Q1,Non-Hazardous,Glass,12.854,Recycling,92.5,Gandhar Gas Cracker,Petchem,ALMA Recyclers,WM-2018Q1-517957,15.48
2018,Q1,Non-Hazardous,Metal Scrap,64.551,Recycling,99.5,Gandhar Gas Cracker,Petchem,Antony Lara Enviro,WM-2018Q1-906650,69.3
2018,Q1,Non-Hazardous,Construction Debris,47.893,Landfill,54.0,Gandhar Gas Cracker,Petchem,Tata Steel Recycling,WM-2018Q1-863256,54.47
2018,Q1,Non-Hazardous,Food Waste,24.503,Composting,68.1,Gandhar Gas Cracker,Petchem,Antony Lara Enviro,WM-2018Q1-691903,24.14
2018,Q1,Hazardous,Spent Catalyst,45.643,Authorised TSDF,65.8,Gandhar Gas Cracker,Petchem,Eco Recycling Ltd,WM-2018Q1-153080,68.57
2018,Q1,Hazardous,Used Oil,52.418,Re-refining,91.1,Gandhar Gas Cracker,Petchem,Ramky Enviro,WM-2018Q1-074179,9.52
2018,Q1,Hazardous,Sludge (Process),59.839,Co-processing,29.4,Gandhar Gas Cracker,Petchem,Ramky Enviro,WM-2018Q1-287057,70.69
2018,Q1,Hazardous,Chemical Containers,31.953,Authorised TSDF,67.7,Gandhar Gas Cracker,Petchem,Ramky Enviro,WM-2018Q1-054561,9.62
2018,Q1,Hazardous,E-Waste,21.899,Authorised Recycler,95.6,Gandhar Gas Cracker,Petchem,Antony Lara Enviro,WM-2018Q1-747289,9.28
2018,Q1,Hazardous,Lab Solvents,11.983,Incineration,73.1,Gandhar Gas Cracker,Petchem,Hulladek Recycling,WM-2018Q1-778062,14.07
2018,Q1,Non-Hazardous,Paper,52.417,Recycling,86.7,Dahej Industrial Cluster,Petchem,Tata Steel Recycling,WM-2018Q1-305792,70.15
2018,Q1,Non-Hazardous,Plastic (Recyclable),60.805,Recycling,88.6,Dahej Industrial Cluster,Petchem,Eco Recycling Ltd,WM-2018Q1-020534,16.78
2018,Q1,Non-Hazardous,Plastic (Mixed),50.152,Co-processing,38.8,Dahej Industrial Cluster,Petchem,Ramky Enviro,WM-2018Q1-316563,68.01
2018,Q1,Non-Hazardous,Wood Pallets,33.676,Recycling,75.2,Dahej Industrial Cluster,Petchem,Hulladek Recycling,WM-2018Q1-015170,46.57
2018,Q1,Non-Hazardous,Glass,12.708,Recycling,99.5,Dahej Industrial Cluster,Petchem,Re Sustainability,WM-2018Q1-624220,2.62
2018,Q1,Non-Hazardous,Metal Scrap,74.918,Recycling,99.5,Dahej Industrial Cluster,Petchem,Eco Recycling Ltd,WM-2018Q1-949861,44.73
2018,Q1,Non-Hazardous,Construction Debris,64.516,Landfill,57.1,Dahej Industrial Cluster,Petchem,Re Sustainability,WM-2018Q1-969519,12.61
2018,Q1,Non-Hazardous,Food Waste,24.945,Composting,73.4,Dahej Industrial Cluster,Petchem,Eco Recycling Ltd,WM-2018Q1-414359,11.45
2018,Q1,Hazardous,Spent Catalyst,41.829,Authorised TSDF,58.5,Dahej Industrial Cluster,Petchem,Hulladek Recycling,WM-2018Q1-046817,56.95
2018,Q1,Hazardous,Used Oil,51.906,Re-refining,92.1,Dahej Industrial Cluster,Petchem,Ramky Enviro,WM-2018Q1-988945,29.28
2018,Q1,Hazardous,Sludge (Process),67.29,Co-processing,31.0,Dahej Industrial Cluster,Petchem,Saahas Zero Waste,WM-2018Q1-699797,98.46
2018,Q1,Hazardous,Chemical Containers,24.133,Authorised TSDF,67.1,Dahej Industrial Cluster,Petchem,Antony Lara Enviro,WM-2018Q1-160824,13.8
2018,Q1,Hazardous,E-Waste,16.936,Authorised Recycler,92.4,Dahej Industrial Cluster,Petchem,Antony Lara Enviro,WM-2018Q1-853552,4.07
2018,Q1,Hazardous,Lab Solvents,13.904,Incineration,76.3,Dahej Industrial Cluster,Petchem,Hulladek Recycling,WM-2018Q1-734851,6.09
2018,Q1,Non-Hazardous,Paper,35.891,Recycling,90.9,Nagothane Plant,Petchem,Re Sustainability,WM-2018Q1-182973,44.56
2018,Q1,Non-Hazardous,Plastic (Recyclable),52.387,Recycling,83.5,Nagothane Plant,Petchem,Ramky Enviro,WM-2018Q1-143353,43.81
2018,Q1,Non-Hazardous,Plastic (Mixed),38.463,Co-processing,40.3,Nagothane Plant,Petchem,ALMA Recyclers,WM-2018Q1-193744,29.91
2018,Q1,Non-Hazardous,Wood Pallets,23.249,Recycling,82.8,Nagothane Plant,Petchem,Saahas Zero Waste,WM-2018Q1-892350,35.37
2018,Q1,Non-Hazardous,Glass,10.156,Recycling,99.5,Nagothane Plant,Petchem,Antony Lara Enviro,WM-2018Q1-501401,9.06
2018,Q1,Non-Hazardous,Metal Scrap,67.549,Recycling,93.1,Nagothane Plant,Petchem,ALMA Recyclers,WM-2018Q1-999406,34.27
2018,Q1,Non-Hazardous,Construction Debris,55.245,Landfill,57.7,Nagothane Plant,Petchem,Hulladek Recycling,WM-2018Q1-846700,60.69
2018,Q1,Non-Hazardous,Food Waste,21.789,Composting,72.9,Nagothane Plant,Petchem,Eco Recycling Ltd,WM-2018Q1-291540,15.71
2018,Q1,Hazardous,Spent Catalyst,35.624,Authorised TSDF,61.6,Nagothane Plant,Petchem,Eco Recycling Ltd,WM-2018Q1-169636,15.71
2018,Q1,Hazardous,Used Oil,44.214,Re-refining,90.8,Nagothane Plant,Petchem,Antony Lara Enviro,WM-2018Q1-057623,31.43
2018,Q1,Hazardous,Sludge (Process),71.433,Co-processing,29.5,Nagothane Plant,Petchem,ALMA Recyclers,WM-2018Q1-303613,64.03
2018,Q1,Hazardous,Chemical Containers,23.53,Authorised TSDF,68.1,Nagothane Plant,Petchem,Ramky Enviro,WM-2018Q1-038005,20.77
2018,Q1,Hazardous,E-Waste,21.123,Authorised Recycler,86.4,Nagothane Plant,Petchem,Antony Lara Enviro,WM-2018Q1-730733,13.13
2018,Q1,Hazardous,Lab Solvents,14.53,Incineration,75.1,Nagothane Plant,Petchem,Tata Steel Recycling,WM-2018Q1-612032,5.19
2018,Q1,Non-Hazardous,Paper,36.808,Recycling,85.6,Visakhapatnam Port,Logistics,Tata Steel Recycling,WM-2018Q1-263383,40.49
2018,Q1,Non-Hazardous,Plastic (Recyclable),48.927,Recycling,88.4,Visakhapatnam Port,Logistics,Eco Recycling Ltd,WM-2018Q1-212417,24.43
2018,Q1,Non-Hazardous,Plastic (Mixed),34.898,Co-processing,41.3,Visakhapatnam Port,Logistics,Ramky Enviro,WM-2018Q1-274154,12.06
2018,Q1,Non-Hazardous,Wood Pallets,22.688,Recycling,74.1,Visakhapatnam Port,Logistics,Ramky Enviro,WM-2018Q1-823286,36.01
2018,Q1,Non-Hazardous,Glass,10.117,Recycling,94.6,Visakhapatnam Port,Logistics,Tata Steel Recycling,WM-2018Q1-432337,13.09
2018,Q1,Non-Hazardous,Metal Scrap,59.328,Recycling,91.3,Visakhapatnam Port,Logistics,Hulladek Recycling,WM-2018Q1-992270,26.91
2018,Q1,Non-Hazardous,Construction Debris,54.131,Landfill,56.7,Visakhapatnam Port,Logistics,Saahas Zero Waste,WM-2018Q1-777636,37.57
2018,Q1,Non-Hazardous,Food Waste,20.101,Composting,66.4,Visakhapatnam Port,Logistics,Eco Recycling Ltd,WM-2018Q1-371950,25.21
2018,Q1,Hazardous,Spent Catalyst,37.04,Authorised TSDF,60.1,Visakhapatnam Port,Logistics,Hulladek Recycling,WM-2018Q1-238700,35.45
2018,Q1,Hazardous,Used Oil,53.946,Re-refining,88.8,Visakhapatnam Port,Logistics,Ramky Enviro,WM-2018Q1-797062,52.0
2018,Q1,Hazardous,Sludge (Process),53.302,Co-processing,31.0,Visakhapatnam Port,Logistics,Tata Steel Recycling,WM-2018Q1-414699,71.3
2018,Q1,Hazardous,Chemical Containers,25.215,Authorised TSDF,63.8,Visakhapatnam Port,Logistics,Re Sustainability,WM-2018Q1-968940,12.29
2018,Q1,Hazardous,E-Waste,17.344,Authorised Recycler,91.2,Visakhapatnam Port,Logistics,Saahas Zero Waste,WM-2018Q1-260944,20.1
2018,Q1,Hazardous,Lab Solvents,14.674,Incineration,74.6,Visakhapatnam Port,Logistics,Eco Recycling Ltd,WM-2018Q1-379645,2.93
2018,Q1,Non-Hazardous,Paper,26.817,Recycling,89.6,Mangalore Storage,Logistics,Ramky Enviro,WM-2018Q1-310398,27.33
2018,Q1,Non-Hazardous,Plastic (Recyclable),43.653,Recycling,88.2,Mangalore Storage,Logistics,Re Sustainability,WM-2018Q1-175568,43.88
2018,Q1,Non-Hazardous,Plastic (Mixed),24.032,Co-processing,39.1,Mangalore Storage,Logistics,Hulladek Recycling,WM-2018Q1-559422,12.35
2018,Q1,Non-Hazardous,Wood Pallets,20.895,Recycling,76.4,Mangalore Storage,Logistics,Re Sustainability,WM-2018Q1-010290,21.91
2018,Q1,Non-Hazardous,Glass,7.894,Recycling,96.0,Mangalore Storage,Logistics,Antony Lara Enviro,WM-2018Q1-251765,9.91
2018,Q1,Non-Hazardous,Metal Scrap,40.922,Recycling,89.4,Mangalore Storage,Logistics,Tata Steel Recycling,WM-2018Q1-945255,30.85
2018,Q1,Non-Hazardous,Construction Debris,44.256,Landfill,57.9,Mangalore Storage,Logistics,Hulladek Recycling,WM-2018Q1-974125,26.49
2018,Q1,Non-Hazardous,Food Waste,13.674,Composting,72.7,Mangalore Storage,Logistics,Re Sustainability,WM-2018Q1-461626,18.04
2018,Q1,Hazardous,Spent Catalyst,23.652,Authorised TSDF,62.7,Mangalore Storage,Logistics,Ramky Enviro,WM-2018Q1-957788,32.04
2018,Q1,Hazardous,Used Oil,33.279,Re-refining,86.5,Mangalore Storage,Logistics,ALMA Recyclers,WM-2018Q1-035574,28.24
2018,Q1,Hazardous,Sludge (Process),44.54,Co-processing,32.1,Mangalore Storage,Logistics,Hulladek Recycling,WM-2018Q1-176188,54.93
2018,Q1,Hazardous,Chemical Containers,21.198,Authorised TSDF,67.7,Mangalore Storage,Logistics,Eco Recycling Ltd,WM-2018Q1-015956,13.64
2018,Q1,Hazardous,E-Waste,16.545,Authorised Recycler,93.1,Mangalore Storage,Logistics,Saahas Zero Waste,WM-2018Q1-022433,19.09
2018,Q1,Hazardous,Lab Solvents,9.475,Incineration,78.7,Mangalore Storage,Logistics,Re Sustainability,WM-2018Q1-141134,13.16
2018,Q1,Non-Hazardous,Paper,23.117,Recycling,97.3,Kochi Tankage,Logistics,Re Sustainability,WM-2018Q1-242199,18.83
2018,Q1,Non-Hazardous,Plastic (Recyclable),29.649,Recycling,89.6,Kochi Tankage,Logistics,Ramky Enviro,WM-2018Q1-503562,47.43
2018,Q1,Non-Hazardous,Plastic (Mixed),19.382,Co-processing,40.3,Kochi Tankage,Logistics,ALMA Recyclers,WM-2018Q1-039932,12.91
2018,Q1,Non-Hazardous,Wood Pallets,17.381,Recycling,75.2,Kochi Tankage,Logistics,Tata Steel Recycling,WM-2018Q1-341325,8.51
2018,Q1,Non-Hazardous,Glass,6.352,Recycling,95.7,Kochi Tankage,Logistics,Eco Recycling Ltd,WM-2018Q1-732274,8.26
2018,Q1,Non-Hazardous,Metal Scrap,46.148,Recycling,99.5,Kochi Tankage,Logistics,Re Sustainability,WM-2018Q1-723708,24.5
2018,Q1,Non-Hazardous,Construction Debris,35.369,Landfill,57.9,Kochi Tankage,Logistics,Ramky Enviro,WM-2018Q1-578471,30.88
2018,Q1,Non-Hazardous,Food Waste,9.848,Composting,70.4,Kochi Tankage,Logistics,Hulladek Recycling,WM-2018Q1-942135,2.97
2018,Q1,Hazardous,Spent Catalyst,27.883,Authorised TSDF,58.5,Kochi Tankage,Logistics,Tata Steel Recycling,WM-2018Q1-477279,17.34
2018,Q1,Hazardous,Used Oil,30.93,Re-refining,84.5,Kochi Tankage,Logistics,Saahas Zero Waste,WM-2018Q1-367549,12.37
2018,Q1,Hazardous,Sludge (Process),33.594,Co-processing,29.6,Kochi Tankage,Logistics,Ramky Enviro,WM-2018Q1-343302,33.67
2018,Q1,Hazardous,Chemical Containers,12.721,Authorised TSDF,61.4,Kochi Tankage,Logistics,Tata Steel Recycling,WM-2018Q1-387167,7.56
2018,Q1,Hazardous,E-Waste,10.753,Authorised Recycler,89.5,Kochi Tankage,Logistics,Tata Steel Recycling,WM-2018Q1-497057,12.96
2018,Q1,Hazardous,Lab Solvents,6.788,Incineration,74.0,Kochi Tankage,Logistics,Saahas Zero Waste,WM-2018Q1-663665,4.87
2018,Q1,Non-Hazardous,Paper,22.299,Recycling,86.2,Nashik Logistics,Logistics,ALMA Recyclers,WM-2018Q1-692510,11.2
2018,Q1,Non-Hazardous,Plastic (Recyclable),36.265,Recycling,87.5,Nashik Logistics,Logistics,Tata Steel Recycling,WM-2018Q1-366184,22.79
2018,Q1,Non-Hazardous,Plastic (Mixed),23.113,Co-processing,38.1,Nashik Logistics,Logistics,ALMA Recyclers,WM-2018Q1-219332,26.79
2018,Q1,Non-Hazardous,Wood Pallets,16.005,Recycling,79.5,Nashik Logistics,Logistics,Ramky Enviro,WM-2018Q1-401888,17.73
2018,Q1,Non-Hazardous,Glass,5.99,Recycling,91.6,Nashik Logistics,Logistics,ALMA Recyclers,WM-2018Q1-061149,5.79
2018,Q1,Non-Hazardous,Metal Scrap,32.771,Recycling,95.3,Nashik Logistics,Logistics,ALMA Recyclers,WM-2018Q1-413669,29.64
2018,Q1,Non-Hazardous,Construction Debris,29.009,Landfill,51.6,Nashik Logistics,Logistics,Saahas Zero Waste,WM-2018Q1-715849,37.63
2018,Q1,Non-Hazardous,Food Waste,8.381,Composting,70.0,Nashik Logistics,Logistics,Re Sustainability,WM-2018Q1-801077,11.29
2018,Q1,Hazardous,Spent Catalyst,18.934,Authorised TSDF,62.7,Nashik Logistics,Logistics,Saahas Zero Waste,WM-2018Q1-339901,21.89
2018,Q1,Hazardous,Used Oil,31.542,Re-refining,90.2,Nashik Logistics,Logistics,Re Sustainability,WM-2018Q1-504927,43.77
2018,Q1,Hazardous,Sludge (Process),41.095,Co-processing,32.3,Nashik Logistics,Logistics,Re Sustainability,WM-2018Q1-205924,17.84
